FID_1	Reference	Title	Date_Publi	Authors	Journal	Language	Country	Name_of_Si	LatDD	LonDD	Terestrial	Type_of_Ar	Proxy	Stratigraphic	Radiocarbo	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_D	Max	Min	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
324	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	LOI (Organic)		7							"Charcoal, Wood, Seeds"	-1900	1330	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
325	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	LOI (Organic)		7							"Charcoal, Wood, Seeds"	-1700	2000	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
405	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	dO18		7							"Charcoal, Wood, Seeds"	-1700	2000	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
422	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	dO18		7							"Charcoal, Wood, Seeds"	-1700	2000	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
246	"Hodell, D.A., Brenner, M., Curtis, J.H. and Guilderson, T., 2001. Solar forcing of drought frequency in the Maya lowlands. Science, 292(5520), pp.1367-1370."	Solar forcing of drought frequency in the Maya lowlands	2001	"Hodell, D.A.; Brenner, M.; Curtis, J.H.; Guilderson, T."	Science	English	Mexico	Lago Chichancanab	19.87	-88.77	Terestrial	Lake Sediment Core	dO18		9							N/A	-650	2000	1244	215	548	31	105	6267	36	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
78	"Hodell, D.A., Brenner, M., Curtis, J.H., Medina-Gonzalez, R., Can, E.I.C., Albornaz-Pat, A. and Guilderson, T.P., 2005. Climate change on the Yucatan Peninsula during the little ice age. Quaternary Research, 63(2), pp.109-121."	Climate change on the Yucatan Peninsula during the Little Ice Age	2005	"Hodell, D.A.; Brenner, M.; Curtis, J.H.; Medina-Gonzalez, R.; Can, E.I.C.; Albornaz-Pat, A.; Guilderson, T.P."	Quaternary Research	English	Mexico	Aguada X'caamal	20.601667	-89.7025	Terestrial	Lake Sediment Core	dO18		8							"seeds, charcoal, bulk sediment"	-2600	1400	1101	192	546	24	82	7316	19	Yucatan dry forests	Tropical & Subtropical Dry Broadleaf Forests
90	"Hodell, D.A., Brenner, M., Curtis, J.H., Medina-Gonzalez, R., Can, E.I.C., Albornaz-Pat, A. and Guilderson, T.P., 2005. Climate change on the Yucatan Peninsula during the little ice age. Quaternary Research, 63(2), pp.109-121."	Climate change on the Yucatan Peninsula during the Little Ice Age	2005	"Hodell, D.A.; Brenner, M.; Curtis, J.H.; Medina-Gonzalez, R.; Can, E.I.C.; Albornaz-Pat, A.; Guilderson, T.P."	Quaternary Research	English	Mexico	Aguada X'caamal	20.601667	-89.7025	Terestrial	Lake Sediment Core	dO18		8							"seeds, charcoal, bulk sediment"	-2600	1950	1101	192	546	24	82	7316	19	Yucatan dry forests	Tropical & Subtropical Dry Broadleaf Forests
96	"Hodell, D.A., Brenner, M., Curtis, J.H., Medina-Gonzalez, R., Can, E.I.C., Albornaz-Pat, A. and Guilderson, T.P., 2005. Climate change on the Yucatan Peninsula during the little ice age. Quaternary Research, 63(2), pp.109-121."	Climate change on the Yucatan Peninsula during the Little Ice Age	2005	"Hodell, D.A.; Brenner, M.; Curtis, J.H.; Medina-Gonzalez, R.; Can, E.I.C.; Albornaz-Pat, A.; Guilderson, T.P."	Quaternary Research	English	Mexico	Aguada X'caamal	20.601667	-89.7025	Terestrial	Lake Sediment Core	dO18		8							"seeds, charcoal, bulk sediment"	-2600	1950	1101	192	546	24	82	7316	19	Yucatan dry forests	Tropical & Subtropical Dry Broadleaf Forests
81	"Hodell, D.A., Curtis, J.H. and Brenner, M., 1995. Possible role of climate in the collapse of Classic Maya civilization."	Possible role of climate in the collapse of Classic Maya civilization	1995	"Hodell, D.A.; Curtis, J.H; Brenner, M."	Letters to Nature	English	Mexico	Lago Chichancanab	19.833333	-88.75	Terestrial	Lake Sediment Core	LOI (Carbonates)	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	1264	217	553	31	108	6202	42	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
247	"Hodell, D.A., Curtis, J.H. and Brenner, M., 1995. Possible role of climate in the collapse of Classic Maya civilization."	Possible role of climate in the collapse of Classic Maya civilization	1995	"Hodell, D.A.; Curtis, J.H; Brenner, M."	Letters to Nature	English	Mexico	Lago Chichancanab	19.833333	-88.75	Terestrial	Lake Sediment Core	dO18	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	1264	217	553	31	108	6202	42	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
249	"Hodell, D.A., Curtis, J.H. and Brenner, M., 1995. Possible role of climate in the collapse of Classic Maya civilization."	Possible role of climate in the collapse of Classic Maya civilization	1995	"Hodell, D.A.; Curtis, J.H; Brenner, M."	Letters to Nature	English	Mexico	Lago Chichancanab	19.833333	-88.75	Terestrial	Lake Sediment Core	dO18	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	1264	217	553	31	108	6202	42	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
328	"Hodell, D.A., Curtis, J.H. and Brenner, M., 1995. Possible role of climate in the collapse of Classic Maya civilization."	Possible role of climate in the collapse of Classic Maya civilization	1995	"Hodell, D.A.; Curtis, J.H; Brenner, M."	Letters to Nature	English	Mexico	Lago Chichancanab	19.833333	-88.75	Terestrial	Lake Sediment Core	LOI (Organic)	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	1264	217	553	31	108	6202	42	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
179	"Hooghiemstra, H., Cleef, A.M., Noldus, C.W. and Kappelle, M., 1992. Upper Quaternary vegetation dynamics and palaeoclimatology of the La Chonta bog area (Cordillera de Talamanca, Costa Rica). Journal of Quaternary Science, 7(3), pp.205-225."	"Upper Quaternary vegetation dynamics and palaeoclimatology of the La Chonta bog area (Cordillera de Talamanca, Costa Rica)"	1992	"Hooghiemstra, H.; Cleef, A.M.; Noldus, C.W.; Kappelle, M."	Journal of Quaternary Science	English	Costa Rica	La Chonta	9.683333	-83.95	Terestrial	Swamp Sediment Core	Stratigraphic description		2							N/A	-78050	560	2627	508	1259	22	77	7796	2095	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
411	"Hooghiemstra, H., Cleef, A.M., Noldus, C.W. and Kappelle, M., 1992. Upper Quaternary vegetation dynamics and palaeoclimatology of the La Chonta bog area (Cordillera de Talamanca, Costa Rica). Journal of Quaternary Science, 7(3), pp.205-225."	"Upper Quaternary vegetation dynamics and palaeoclimatology of the La Chonta bog area (Cordillera de Talamanca, Costa Rica)"	1992	"Hooghiemstra, H.; Cleef, A.M.; Noldus, C.W.; Kappelle, M."	Journal of Quaternary Science	English	Costa Rica	La Chonta	9.683333	-83.95	Terestrial	Swamp Sediment Core	Pollen		2							N/A	-78050	560	2627	508	1259	22	77	7796	2095	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
101	"Horn, S.P. and Kennedy, L.M., 2001. Pollen evidence of maize cultivation 2700 BP at La Selva biological station, Costa Rica. Biotropica, 33(1), pp.191-196."	"Pollen evidence of maize cultivation 2700 B.P. at La Selva Biological Station, Costa Rica"	2001	"Horn, S.P.; Kennedy, L.M."	Biotropica	English	Costa Rica	La Selva Biological Station	10.433333	-83.983333	Terestrial	Swamp Sediment Core	Pollen		1							N/A	-770	1992	3724	494	1231	127	471	3850	50	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
84	"Horn, S.P., 1993. Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica. Quaternary Research, 40(1), pp.107-116."	Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica	1993	"Horn, S.P."	Quaternary Research	English	Costa Rica	Lago de las Morrenas	9.483333	-83.483333	Terestrial	Lake Sediment Core	Charcoal (Micro)		6							N/A	-8190	1989	2460	383	1018	19	83	6914	3512	Talamancan montane forests	Tropical & Subtropical Moist Broadleaf Forests
488	"Horn, S.P., 1993. Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica. Quaternary Research, 40(1), pp.107-116."	Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica	1993	"Horn, S.P."	Quaternary Research	English	Costa Rica	Lago de las Morrenas	9.483333	-83.483333	Terestrial	Lake Sediment Core	Pollen		6							N/A	-8190	1989	2460	383	1018	19	83	6914	3512	Talamancan montane forests	Tropical & Subtropical Moist Broadleaf Forests
91	"Horn, S.P., 1993. Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica. Quaternary Research, 40(1), pp.107-116."	Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica	1993	"Horn, S.P."	Quaternary Research	English	Costa Rica	Lago de las Morrenas	9.483333	-83.483333	Terestrial	Lake Sediment Core	LOI (Carbonates)		6							N/A	-8190	1989	2460	383	1018	19	83	6914	3512	Talamancan montane forests	Tropical & Subtropical Moist Broadleaf Forests
184	"Horn, S.P., 1993. Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica. Quaternary Research, 40(1), pp.107-116."	Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica	1993	"Horn, S.P."	Quaternary Research	English	Costa Rica	Lago de las Morrenas	9.483333	-83.483333	Terestrial	Lake Sediment Core	Stratigraphic description		6							N/A	-8190	1989	2460	383	1018	19	83	6914	3512	Talamancan montane forests	Tropical & Subtropical Moist Broadleaf Forests
329	"Horn, S.P., 1993. Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica. Quaternary Research, 40(1), pp.107-116."	Postglacial vegetation and fire history in the Chirripó Páramo of Costa Rica	1993	"Horn, S.P."	Quaternary Research	English	Costa Rica	Lago de las Morrenas	9.483333	-83.483333	Terestrial	Lake Sediment Core	LOI (Organic)		6							N/A	-8190	1989	2460	383	1018	19	83	6914	3512	Talamancan montane forests	Tropical & Subtropical Moist Broadleaf Forests
115	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Bosque Secondario	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Carbonates)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
120	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Bosque Secondario	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Carbonates)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
407	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Bosque Secondario	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Organic)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
408	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Bosque Secondario	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Organic)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
117	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Bosque Secondario	10.433333	-84	Terestrial	Soil Sediment Core	Pollen		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
92	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Pejibaye	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Carbonates)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
109	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Pejibaye	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Carbonates)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
397	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Pejibaye	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Organic)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
406	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Pejibaye	10.433333	-84	Terestrial	Soil Sediment Core	LOI (Organic)		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
113	"Horn, S.P., Rodgers III, J.C., Orvis, K.H. and Northrop, L.A., 1998. Recent land use and vegetation history from soil pollen analysis: testing the potential in the lowland humid tropics. Palynology, 22(1), pp.167-180."	Recent land use and vegetation history from soil pollen analysis: Testing the potential in the lowland humid tropics	1998	"Horn, S.P.; Rodgers III, J.C.; Orvis, K.H.; Northrop, L.A."	Palynology	English	Costa Rica	Pejibaye	10.433333	-84	Terestrial	Soil Sediment Core	Pollen		0							N/A	#VALUE!	#VALUE!	3707	490	1276	133	433	4001	51	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
44	"Islebe, G. and Sánchez, O., 2002. History of late Holocene vegetation at Quintana Roo, Caribbean coast of Mexico. Plant Ecology, 160(2), pp.187-192."	"History of Late Holocene vegetation at Quintana Roo, Caribbean coast of Mexico"	2002	"Islebe, G.; Sánchez, O."	Plant Ecology	English	Mexico	Puerto Morelos	20.849071	-86.878374	Terestrial	Lake Sediment Core	Pollen		2							N/A	-550	1999	1267	195	517	40	141	4890	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
201	"Islebe, G.A. and Hooghiemstra, H., 1997. Vegetation and climate history of montane Costa Rica since the last glacial. Quaternary Science Reviews, 16(6), pp.589-604."	Vegetation and climate history of montane Costa Rica since the last glacial	1997	"Islebe, G.A.; Hooghiemstra, H."	Quaternary Science Reviews	English	Costa Rica	La Chonta	9.683333	-83.95	Terestrial	Lake Sediment Core	Stratigraphic description		2							Bulk sediment	650	1950	2627	508	1259	22	77	7796	2095	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
202	"Islebe, G.A. and Hooghiemstra, H., 1997. Vegetation and climate history of montane Costa Rica since the last glacial. Quaternary Science Reviews, 16(6), pp.589-604."	Vegetation and climate history of montane Costa Rica since the last glacial	1997	"Islebe, G.A.; Hooghiemstra, H."	Quaternary Science Reviews	English	Costa Rica	La Chonta	9.683333	-83.95	Terestrial	Lake Sediment Core	Stratigraphic description		4							Bulk sediment	-9120	1950	2627	508	1259	22	77	7796	2095	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
